WURCS=2.0/4,4,3/[u2122h][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O][a2112h-1b_1-5_2*NCC/3=O]/1-2-3-4/a4-b1_b3-c2_b4-d1	[C@@H]3(O)[C@H]([C@H]([C@@H](CO)O[C@H]3O[C@H]4[C@@H]([C@@H](O)C(O[C@@H]4CO)O)O)O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2NC(=O)C)O[C@@]1(C(O)=O)O[C@@H]([C@@H]([C@H](O)CO)O)[C@@H]([C@H](C1)O)NC(=O)C
WURCS=2.0/4,7,6/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5]/1-2-3-4-4-4-4/a4-b1_b4-c1_c3-d1_c6-f1_d2-e1_f3-g1	[C@@H]3(O[C@@H]7[C@H]([C@H]([C@H](O)[C@H](O7)CO)O)O[C@H]6O[C@H](CO)[C@@H](O)[C@@H]([C@@H]6O)O)[C@@H]([C@H](O[C@@H]4[C@H](O[C@@H](O[C@H]5[C@H](O)[C@@H](NC(C)=O)C(O)O[C@@H]5CO)[C@H](NC(C)=O)[C@H]4O)CO)O[C@@H]([C@H]3O)CO[C@@H]1[C@H]([C@@H](O[C@H]2O[C@H](CO)[C@H]([C@@H]([C@@H]2O)O)O)[C@H](O)[C@@H](CO)O1)O)O
WURCS=2.0/3,5,4/[u211h][a211h-1b_1-4][a211h-1a_1-4]/1-2-2-3-3/a2-b1_a3-e1_b2-c1_c3-d1	[C@@H]3(O[C@H]([C@H](O)[C@H]3O[C@@H]5[C@H](O)[C@H]([C@H](CO)O5)O[C@H]4[C@H](O)[C@H]([C@@H](O4)CO)O)CO)O[C@H]2C(O[C@H]([C@@H]2O[C@@H]1O[C@H]([C@@H]([C@H]1O)O)CO)CO)O
WURCS=2.0/4,5,4/[u2211m_2*OCC/3=O][a2211m-1a_1-5][a2122h-1b_1-5_2*NCC/3=O][a2122h-1a_1-5]/1-2-2-3-4/a3-b1_b2-c1_c2-d1_c3-e1	[C@@H]3(O[C@H]5O[C@@H]([C@@H](O)[C@@H]([C@H]5O)O)CO)[C@@H](O)[C@@H](O[C@H]([C@@H]3O[C@@H]4O[C@@H]([C@@H](O)[C@@H]([C@H]4NC(C)=O)O)CO)O[C@H]2[C@@H](O[C@@H](C)[C@@H]([C@H]2O)O)O[C@@H]1[C@@H](O)[C@@H](OC([C@@H]1OC(=O)C)O)C)C
WURCS=2.0/5,6,5/[u2122h][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5][a2112h-1a_1-5]/1-2-3-2-4-5/a4-b1_b3-c1_c4-d1_d2-e1_d3-f1	[C@@H]3(O[C@H]5[C@H](O[C@@H]6O[C@H]([C@H]([C@H]([C@@H]6O)O)O)C)[C@H]([C@@H](O)[C@H](O5)CO)O[C@H]4O[C@@H]([C@H](O)[C@H](O)[C@H]4O)CO)[C@@H](CO)O[C@H]([C@@H]([C@H]3O)NC(C)=O)O[C@H]1[C@@H](O)[C@H](O[C@@H](O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)[C@@H]1O)CO
WURCS=2.0/5,9,8/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5]/1-2-3-4-2-5-2-4-2/a4-b1_b4-c1_c3-d1_c4-g1_c6-h1_d2-e1_e4-f1_h2-i1	[C@@H]3(O[C@H]7O[C@@H]([C@@H](O)[C@@H]([C@@H]7O[C@@H]9O[C@H](CO)[C@H]([C@@H]([C@H]9NC(=O)C)O)O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O)[C@H]8O)O)CO)[C@@H]([C@@H](O[C@H](CO[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O[C@@H]6O[C@H](CO)[C@@H](O)[C@@H]([C@H]6NC(C)=O)O)[C@H]3O[C@H]4[C@H](NC(=O)C)[C@@H](O)[C@H](O)[C@H](O4)CO)O[C@@H]1[C@H](O[C@@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)C(O)O[C@@H]2CO)[C@H](NC(C)=O)[C@H]1O)CO)O
WURCS=2.0/6,10,9/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-2-4-2/a4-b1_b4-c1_c3-d1_c4-h1_c6-i1_d2-e1_e4-f1_f3-g2_i2-j1	[C@@H]3(O[C@H]7O[C@@H]([C@@H](O)[C@@H]([C@@H]7O[C@H]%10[C@@H]([C@H]([C@@H]([C@@H](CO)O%10)O[C@@H]8O[C@H](CO)[C@@H]([C@H](O[C@]9(C(=O)O)C[C@@H]([C@@H](NC(=O)C)[C@H]([C@H](O)[C@@H](CO)O)O9)O)[C@H]8O)O)O)NC(=O)C)O)CO)[C@@H]([C@@H](O[C@H](CO[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O[C@@H]6O[C@H](CO)[C@@H](O)[C@@H]([C@H]6NC(C)=O)O)[C@H]3O[C@H]4[C@H](NC(=O)C)[C@@H](O)[C@H](O)[C@H](O4)CO)O[C@@H]1[C@H](O[C@@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)C(O)O[C@@H]2CO)[C@H](NC(C)=O)[C@H]1O)CO)O
WURCS=2.0/4,12,11/[u2122h][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5]/1-2-3-4-2-3-4-2-3-2-4-4/a4-b1_b3-c1_c3-d1_c4-e1_e3-f1_f3-g1_f4-h1_h3-i1_i3-j1_i4-l1_j2-k1	[C@@H]3([C@@H]([C@@H](O[C@@H]%12O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]%12O)[C@H](O[C@@H]%11O[C@@H]([C@@H]([C@@H]([C@H]%11O)O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]%10O[C@H](CO)[C@H](O)[C@@H]([C@H]%10O)O[C@H]8[C@H](NC(=O)C)[C@H]([C@H](O[C@H]9[C@H]([C@H](O)[C@@H]([C@@H](O9)C)O)O)[C@H](O8)CO)O[C@H]6[C@H](O[C@@H]7O[C@@H](C)[C@H]([C@H]([C@@H]7O)O)O)[C@H]([C@@H](O)[C@H](O6)CO)O)[C@H](O[C@@H]5O[C@H]([C@@H](O)[C@@H](O)[C@@H]5O)C)[C@H]4NC(=O)C)O)CO)[C@H](O3)CO)NC(=O)C)O[C@@H]1[C@@H](O)[C@H](O[C@H]2[C@@H]([C@@H](O)C(O[C@@H]2CO)O)O)O[C@H](CO)[C@@H]1O
WURCS=2.0/3,3,2/[u2122h][a1221m-1a_1-5][a2112h-1b_1-5]/1-2-3/a3-b1_a4-c1	[C@@H]3([C@@H]([C@@H](O[C@@H](C)[C@H]3O)O[C@@H]1[C@@H](O)C(O[C@H](CO)[C@H]1O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)CO)O)O)O
WURCS=2.0/3,3,2/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5]/1-2-3/a4-b1_b4-c1	[C@@H]3([C@H](O)[C@@H]([C@@H](O[C@@H]3CO)O[C@H]2[C@H](O)[C@@H](NC(=O)C)[C@@H](O[C@@H]2CO)O[C@@H]1[C@@H](CO)OC(O)[C@@H]([C@H]1O)NC(=O)C)O)O
WURCS=2.0/3,3,2/[u2211m][a2112h-1a_1-5][a1122h-1b_1-5]/1-2-3/a4-b1_b4-c1	[C@@H]3([C@H](O)[C@H](O)[C@@H](O[C@@H]3CO)O[C@@H]1[C@H](O)[C@H]([C@@H](O[C@H]2[C@@H](OC(O)[C@H](O)[C@@H]2O)C)O[C@@H]1CO)O)O
WURCS=2.0/3,3,2/[u1221m][a2122A-1a_1-5][a2122h-1b_1-5]/1-2-3/a3-b1_b4-c1	[C@@H]3([C@H](O)[C@H]([C@@H](O[C@@H]3CO)O[C@H]1[C@H](O)[C@H]([C@@H](O[C@H]2[C@@H](C(O)O[C@H]([C@H]2O)C)O)O[C@@H]1C(O)=O)O)O)O
WURCS=2.0/3,4,3/[u2122h_2*NCC/3=O][a2112h-1b_1-5][a1221m-1a_1-5]/1-2-3-3/a3-b1_a4-d1_b2-c1	[C@@H]4(C)O[C@H]([C@H]([C@@H]([C@@H]4O)O)O)O[C@H]3[C@@H](O[C@@H]([C@H](O)[C@@H]3O)CO)O[C@H]2[C@@H]([C@H](OC([C@@H]2NC(=O)C)O)CO)O[C@H]1[C@@H](O)[C@@H]([C@@H]([C@@H](O1)C)O)O
WURCS=2.0/4,4,3/[u2112h][a2122h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5][a1221m-1a_1-5]/1-2-3-4/a3-b1_b4-c1_c2-d1	[C@@H]4(CO)[C@@H]([C@@H]([C@H](C(O)O4)O)O[C@H]1[C@H](NC(=O)C)[C@@H](O)[C@H](O[C@H]3[C@@H]([C@@H](O)[C@H]([C@@H](CO)O3)O)O[C@@H]2O[C@H]([C@H]([C@@H](O)[C@@H]2O)O)C)[C@@H](CO)O1)O
WURCS=2.0/5,6,5/[u2122h][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O][a2112h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5]/1-2-3-4-2-5/a4-b1_b3-c2_b4-d1_d3-e1_e2-f1	[C@@H]4(CO)[C@@H]([C@H](O[C@@]6(C(O)=O)O[C@@H]([C@@H]([C@H](O)CO)O)[C@@H]([C@H](C6)O)NC(=O)C)[C@@H](O)[C@H](O[C@H]5[C@@H]([C@@H](O)C(O[C@@H]5CO)O)O)O4)O[C@@H]3O[C@@H]([C@@H]([C@@H]([C@H]3NC(=O)C)O[C@H]1[C@H](O[C@H]2[C@H]([C@@H]([C@H](O)[C@@H](O2)C)O)O)[C@@H](O)[C@H]([C@@H](CO)O1)O)O)CO
WURCS=2.0/5,6,5/[u2122h][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCCO/3=O][a2112h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5]/1-2-3-4-2-5/a4-b1_b3-c2_b4-d1_d3-e1_e2-f1	[C@@H]4(CO)[C@@H]([C@H](O[C@]6(C(O)=O)C[C@H](O)[C@H]([C@@H](O6)[C@H](O)[C@H](O)CO)NC(=O)CO)[C@@H](O)[C@H](O[C@H]5[C@@H]([C@@H](O)C(O[C@@H]5CO)O)O)O4)O[C@@H]3O[C@@H]([C@@H]([C@@H]([C@H]3NC(=O)C)O[C@H]1[C@H](O[C@H]2[C@H]([C@@H]([C@H](O)[C@@H](O2)C)O)O)[C@@H](O)[C@H]([C@@H](CO)O1)O)O)CO
WURCS=2.0/4,10,9/[u2122h][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5]/1-2-3-4-2-4-3-4-2-4/a4-b1_b3-c1_b6-g1_c3-d1_c4-e1_e2-f1_g3-h1_g4-i1_i2-j1	[C@@H]4(CO)[C@H]([C@@H]([C@@H](NC(=O)C)[C@H](OC[C@H]5O[C@@H](O[C@H]%10[C@@H]([C@H](C(O)O[C@@H]%10CO)O)O)[C@H](O)[C@@H](O[C@@H]8O[C@@H]([C@H]([C@H](O[C@H]9[C@@H](O)[C@H](O)[C@H](O)[C@H](C)O9)[C@H]8NC(C)=O)O[C@H]7[C@@H]([C@@H](O)[C@@H](O)[C@H](O7)CO)O[C@H]6[C@@H](O)[C@@H]([C@H](O)[C@@H](O6)C)O)CO)[C@H]5O)O4)O[C@@H]3O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]3O)O[C@@H]1O[C@H](CO)[C@H](O)[C@@H]([C@H]1O[C@@H]2O[C@@H](C)[C@@H](O)[C@H]([C@@H]2O)O)O
WURCS=2.0/4,5,4/[u2122h][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-2-4/a4-b1_b3-c1_c3-d1_c6-e2	[C@@H]4(CO[C@]5(O[C@H]([C@H](NC(=O)C)[C@H](C5)O)[C@H](O)[C@H](O)CO)C(=O)O)[C@H]([C@@H]([C@H]([C@@H](O4)O[C@@H]3[C@H]([C@@H](O[C@@H]([C@@H]3O)CO)O[C@H]2[C@@H]([C@@H](O)C(O[C@@H]2CO)O)O)O)NC(=O)C)O[C@@H]1O[C@H](CO)[C@H](O)[C@@H]([C@H]1O)O)O
WURCS=2.0/4,4,3/[u1122h][a2122h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4/a2-b1_b4-c1_c3-d2	[C@@H]4(O)[C@H](OC([C@H]([C@H]4O)O[C@@H]3O[C@@H]([C@H]([C@@H]([C@H]3NC(=O)C)O)O[C@@H]2O[C@H](CO)[C@@H]([C@@H]([C@H]2O)O[C@@]1(C(O)=O)O[C@@H]([C@@H]([C@H](O)CO)O)[C@@H]([C@H](C1)O)NC(=O)C)O)CO)O)CO
WURCS=2.0/4,8,7/[u2122h][a2122h-1b_1-5_2*NCC/3=O][a1221m-1a_1-5][a2112h-1b_1-5]/1-2-3-4-2-3-4-3/a3-b1_b3-c1_b4-d1_d3-e1_e3-f1_e4-g1_g2-h1	[C@@H]4(O)[C@H](O[C@H]5[C@@H]([C@@H](O[C@@H]8O[C@H]([C@H]([C@@H](O)[C@@H]8O)O)C)[C@H](O[C@H]7[C@@H]([C@H]([C@@H](O)[C@H](O7)CO)O)O[C@@H]6O[C@@H](C)[C@H]([C@@H](O)[C@@H]6O)O)[C@H](O5)CO)NC(C)=O)[C@@H](O)[C@@H](O[C@@H]4CO)O[C@@H]3[C@@H](CO)O[C@H]([C@@H]([C@H]3O[C@@H]2O[C@H]([C@@H](O)[C@@H](O)[C@@H]2O)C)NC(=O)C)O[C@@H]1[C@H](C(O)O[C@@H]([C@H]1O)CO)O
WURCS=2.0/5,11,10/[u2122h][a2112h-1b_1-5][a2122h-1b_1-5_2*NCC/3=O][Aad21122h-2a_2-6_5*NCC/3=O][a1221m-1a_1-5]/1-2-3-2-4-5-3-2-3-5-2/a4-b1_b3-c1_b6-g1_c3-d1_c4-f1_d3-e2_g4-h1_h3-i1_i3-j1_i4-k1	[C@@H]4(O)[C@H]([C@@H](O)[C@H](O[C@H]4O[C@H]%11[C@@H]([C@H]([C@@H](O[C@@H]%11CO)OC[C@H]9O[C@@H](O[C@@H]%10[C@@H](CO)OC(O)[C@@H]([C@H]%10O)O)[C@@H]([C@H]([C@H]9O)O[C@H]7[C@@H]([C@H]([C@H](O[C@H]8[C@@H](O)[C@H](O)[C@H](O)[C@H](C)O8)[C@H](O7)CO)O[C@H]5[C@H](O)[C@@H](O[C@@]6(C(=O)O)O[C@H]([C@@H]([C@@H](O)C6)NC(C)=O)[C@@H]([C@H](O)CO)O)[C@H]([C@H](O5)CO)O)NC(=O)C)O)NC(C)=O)O)CO)O[C@H]2[C@H](NC(=O)C)[C@@H](O[C@H]3[C@H]([C@@H]([C@@H]([C@@H](O3)C)O)O)O)[C@@H]([C@@H](CO)O2)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O
WURCS=2.0/4,5,4/[u2112h][a2122h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5][a1221m-1a_1-5]/1-2-3-4-2/a3-b1_b3-c1_c2-d1_c3-e1	[C@@H]4(O[C@@H]5[C@H](C(O[C@@H]([C@@H]5O)CO)O)O)O[C@H](CO)[C@@H](O)[C@@H]([C@H]4NC(=O)C)O[C@@H]3O[C@@H]([C@@H]([C@@H]([C@H]3O[C@@H]2O[C@H]([C@H]([C@H]([C@@H]2O)O)O)C)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1NC(C)=O)O)O)O)CO
WURCS=2.0/6,10,9/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][a1221m-1a_1-5]/1-2-3-4-2-5-2-4-2-6/a4-b1_a6-j1_b4-c1_c3-d1_c4-g1_c6-h1_d2-e1_e4-f1_h2-i1	[C@@H]4(O[C@H]8O[C@@H]([C@@H](O)[C@@H]([C@@H]8O[C@@H]%10O[C@H](CO)[C@H]([C@@H]([C@H]%10NC(=O)C)O)O[C@@H]9O[C@H](CO)[C@H](O)[C@H](O)[C@H]9O)O)CO)[C@@H]([C@@H](O[C@H](CO[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]6O[C@@H]7O[C@H](CO)[C@@H](O)[C@@H]([C@H]7NC(C)=O)O)[C@H]4O[C@H]5[C@H](NC(=O)C)[C@@H](O)[C@H](O)[C@H](O5)CO)O[C@H]3[C@H](O)[C@@H](NC(C)=O)[C@@H](O[C@@H]3CO)O[C@H]2[C@@H]([C@H](C(O[C@@H]2CO[C@H]1[C@@H](O)[C@H](O)[C@H](O)[C@@H](O1)C)O)NC(=O)C)O)O
WURCS=2.0/7,11,10/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O][a1221m-1a_1-5]/1-2-3-4-2-5-6-2-4-2-7/a4-b1_a6-k1_b4-c1_c3-d1_c4-h1_c6-i1_d2-e1_e4-f1_f6-g2_i2-j1	[C@@H]4(O[C@H]8O[C@@H]([C@@H](O)[C@@H]([C@@H]8O[C@H]%11[C@@H]([C@@H](O)[C@@H]([C@H](O%11)CO)O[C@H]%10[C@@H]([C@H]([C@H]([C@H](O%10)CO[C@@]9(C(O)=O)O[C@@H]([C@H](O)[C@@H](CO)O)[C@@H]([C@@H](O)C9)NC(C)=O)O)O)O)NC(=O)C)O)CO)[C@@H]([C@@H](O[C@H](CO[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]6O[C@@H]7O[C@H](CO)[C@@H](O)[C@@H]([C@H]7NC(C)=O)O)[C@H]4O[C@H]5[C@H](NC(=O)C)[C@@H](O)[C@H](O)[C@H](O5)CO)O[C@H]3[C@H](O)[C@@H](NC(C)=O)[C@@H](O[C@@H]3CO)O[C@H]2[C@@H]([C@H](C(O[C@@H]2CO[C@H]1[C@@H](O)[C@H](O)[C@H](O)[C@@H](O1)C)O)NC(=O)C)O)O
WURCS=2.0/7,11,10/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O][a1221m-1a_1-5]/1-2-3-4-2-5-6-2-4-2-7/a4-b1_a6-k1_b4-c1_c3-d1_c4-h1_c6-i1_d2-e1_e4-f1_f3-g2_i2-j1	[C@@H]4(O[C@H]8O[C@@H]([C@@H](O)[C@@H]([C@@H]8O[C@H]%11[C@@H]([C@H]([C@@H]([C@@H](CO)O%11)O[C@@H]9O[C@H](CO)[C@@H]([C@H](O[C@]%10(C(=O)O)C[C@@H]([C@@H](NC(=O)C)[C@H]([C@H](O)[C@@H](CO)O)O%10)O)[C@H]9O)O)O)NC(=O)C)O)CO)[C@@H]([C@@H](O[C@H](CO[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]6O[C@@H]7O[C@H](CO)[C@@H](O)[C@@H]([C@H]7NC(C)=O)O)[C@H]4O[C@H]5[C@H](NC(=O)C)[C@@H](O)[C@H](O)[C@H](O5)CO)O[C@H]3[C@H](O)[C@@H](NC(C)=O)[C@@H](O[C@@H]3CO)O[C@H]2[C@@H]([C@H](C(O[C@@H]2CO[C@H]1[C@@H](O)[C@H](O)[C@H](O)[C@@H](O1)C)O)NC(=O)C)O)O
WURCS=2.0/4,4,3/[u2122h_2*NCC/3=O_6*OSO/3=O/3=O][a2121A-1a_1-5][a2122h-1a_1-5_2*NCC/3=O][a2122A-1b_1-5]/1-2-3-4/a4-b1_b4-c1_c4-d1	[C@@H]4([C@@H]([C@@H](C(=O)O)O[C@H]([C@@H]4O)O[C@@H]1[C@@H](CO)O[C@H](O[C@@H]2[C@H](C(=O)O)O[C@@H](O[C@H]3[C@H](O)[C@H](C(O[C@@H]3COS(=O)(O)=O)O)NC(C)=O)[C@@H]([C@H]2O)O)[C@@H]([C@H]1O)NC(=O)C)O)O
WURCS=2.0/4,4,3/[u2112h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4/a3-b1_b4-c1_c3-d2	[C@@H]4([C@@H]([C@@H](NC(=O)C)[C@@H](O[C@@H]4CO)O[C@H]3[C@@H](O)[C@H](OC([C@@H]3NC(C)=O)O)CO)O)O[C@@H]2O[C@H](CO)[C@@H]([C@@H]([C@H]2O)O[C@@]1(C(O)=O)O[C@@H]([C@@H]([C@H](O)CO)O)[C@@H]([C@H](C1)O)NC(=O)C)O
WURCS=2.0/4,6,5/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5]/1-2-3-4-4-4/a4-b1_b4-c1_c3-d1_c6-e1_e2-f1	[C@@H]4([C@@H]([C@H](O)[C@@H](O[C@@H]4CO[C@H]6O[C@H](CO)[C@H]([C@@H]([C@@H]6O[C@H]5O[C@@H]([C@@H](O)[C@@H]([C@@H]5O)O)CO)O)O)O[C@H]3[C@H](O)[C@@H](NC(C)=O)[C@@H](O[C@@H]3CO)O[C@H]2[C@H](O)[C@@H](NC(C)=O)C(O)O[C@@H]2CO)O[C@H]1O[C@H](CO)[C@@H](O)[C@@H]([C@@H]1O)O)O
WURCS=2.0/4,4,3/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1221m-1a_1-5]/1-2-3-4/a4-b1_a6-d1_b4-c1	[C@@H]4([C@H](O)[C@@H]([C@@H](O[C@@H]4CO)O[C@H]1[C@H](O)[C@@H](NC(=O)C)[C@H](O[C@@H]3[C@H](OC([C@@H]([C@H]3O)NC(=O)C)O)CO[C@H]2[C@@H](O)[C@@H]([C@@H]([C@H](C)O2)O)O)O[C@@H]1CO)O)O
WURCS=2.0/5,5,4/[u2112h][a2122h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O][a1221m-1a_1-5]/1-2-3-4-5/a3-b1_b3-c1_b4-e1_c3-d2	[C@@H]5(C)O[C@H]([C@@H](O)[C@@H]([C@@H]5O)O)O[C@@H]2[C@@H](CO)O[C@H]([C@H](NC(=O)C)[C@H]2O[C@@H]4O[C@H](CO)[C@@H]([C@@H]([C@H]4O)O[C@@]3(C(O)=O)O[C@@H]([C@@H]([C@H](O)CO)O)[C@@H]([C@H](C3)O)NC(=O)C)O)O[C@H]1[C@@H](O)[C@@H](CO)OC([C@@H]1O)O
WURCS=2.0/4,5,4/[u2122h_2*NCC/3=O][a2121A-1a_1-5_2*OSO/3=O/3=O][a2122h-1a_1-5_2*NSO/3=O/3=O_6*OSO/3=O/3=O][a2122A-1b_1-5]/1-2-3-4-3/a4-b1_b4-c1_c4-d1_d4-e1	[C@@H]5(O)[C@@H](COS(=O)(=O)O)O[C@@H]([C@H](NS(=O)(O)=O)[C@H]5O)O[C@H]1[C@@H]([C@H]([C@H](O[C@H]2[C@@H]([C@H]([C@@H](O[C@H]3[C@H](O)[C@H]([C@H](O[C@H]4[C@@H]([C@H](C(O[C@@H]4CO)O)NC(=O)C)O)O[C@H]3C(O)=O)OS(O)(=O)=O)O[C@@H]2COS(=O)(=O)O)NS(=O)(=O)O)O)O[C@@H]1C(O)=O)O)O
WURCS=2.0/8,12,11/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O][Aad21122h-2a_2-6_5*NCCO/3=O][a1221m-1a_1-5]/1-2-3-4-2-5-6-4-2-5-7-8/a4-b1_a6-l1_b4-c1_c3-d1_c6-h1_d2-e1_e4-f1_f6-g2_h2-i1_i4-j1_j6-k2	[C@@H]5(O[C@@H]%10[C@H](O[C@@H](O[C@H]%12[C@@H]([C@@H](NC(=O)C)C(O)O[C@@H]%12CO[C@@H]%11O[C@H]([C@@H](O)[C@H]([C@@H]%11O)O)C)O)[C@@H]([C@H]%10O)NC(=O)C)CO)O[C@@H]([C@@H](O)[C@H](O[C@@H]6[C@@H](O[C@@H]7O[C@@H]([C@@H](O[C@@H]8O[C@H](CO[C@]9(O[C@@H]([C@@H]([C@@H](CO)O)O)[C@@H]([C@H](C9)O)NC(C)=O)C(O)=O)[C@@H]([C@@H]([C@H]8O)O)O)[C@@H]([C@H]7NC(=O)C)O)CO)[C@H]([C@@H]([C@H](O6)CO)O)O)[C@@H]5O)CO[C@@H]1[C@@H](O[C@H]2[C@@H]([C@@H](O)[C@H](O[C@@H]4O[C@@H]([C@H](O)[C@@H]([C@H]4O)O)CO[C@@]3(C(O)=O)O[C@H]([C@@H]([C@@H](O)C3)NC(=O)CO)[C@@H]([C@H](O)CO)O)[C@H](O2)CO)NC(=O)C)[C@@H](O)[C@H](O)[C@@H](CO)O1
WURCS=2.0/6,12,11/[u2122h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][a1221m-1a_1-5]/1-2-3-4-2-5-2-5-4-2-5-6/a4-b1_a6-l1_b4-c1_c3-d1_c6-i1_d2-e1_d4-g1_e4-f1_g4-h1_i2-j1_j4-k1	[C@@H]5(O[C@H]9[C@@H]([C@H](O[C@@H](O[C@H]%12[C@H](O)[C@@H](NC(C)=O)[C@@H](O[C@@H]%12CO)O[C@@H]%11[C@H](OC(O)[C@H](NC(C)=O)[C@H]%11O)CO[C@@H]%10O[C@@H](C)[C@H]([C@H]([C@@H]%10O)O)O)[C@H]9O)CO[C@H]8O[C@@H]([C@@H](O)[C@H](O)[C@@H]8O[C@@H]7O[C@H](CO)[C@H]([C@@H]([C@H]7NC(C)=O)O)O[C@H]6[C@@H]([C@H]([C@@H](O)[C@H](O6)CO)O)O)CO)O)[C@H]([C@@H](O)[C@@H]([C@H](O5)CO)O[C@H]4[C@@H]([C@H]([C@@H]([C@@H](CO)O4)O[C@H]3[C@@H]([C@@H](O)[C@H]([C@H](O3)CO)O)O)O)NC(C)=O)O[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2NC(=O)C)O)O[C@H]1[C@@H]([C@@H](O)[C@H]([C@@H](CO)O1)O)O
WURCS=2.0/4,7,6/[u2112h_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-3-4/a3-b1_a6-e1_b4-c1_c3-d2_e4-f1_f3-g2	[C@@H]5([C@H](NC(C)=O)[C@@H](O)[C@H](O[C@@H]7O[C@@H]([C@@H]([C@@H]([C@H]7O)O[C@@]6(C[C@@H]([C@H]([C@@H](O6)[C@H](O)[C@@H](CO)O)NC(C)=O)O)C(O)=O)O)CO)[C@@H](CO)O5)O[C@@H]4[C@H](C(O[C@@H]([C@@H]4O)CO[C@@H]3O[C@H](CO)[C@H]([C@@H]([C@H]3NC(C)=O)O)O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O[C@]2(C(O)=O)C[C@@H]([C@@H](NC(=O)C)[C@H]([C@@H]([C@@H](CO)O)O)O2)O)[C@H]1O)O)NC(C)=O
